GEOID,County,State,measure,value
08075,Logan County,Colorado,Living Below Poverty,0.09077868852459016
08077,Mesa County,Colorado,Living Below Poverty,0.07293434678867489
08079,Mineral County,Colorado,Living Below Poverty,0.04048582995951417
08081,Moffat County,Colorado,Living Below Poverty,0.10825635103926097
08083,Montezuma County,Colorado,Living Below Poverty,0.06827880512091039
08085,Montrose County,Colorado,Living Below Poverty,0.08165176670923797
08087,Morgan County,Colorado,Living Below Poverty,0.09776129288647503
08089,Otero County,Colorado,Living Below Poverty,0.15581203627370158
08091,Ouray County,Colorado,Living Below Poverty,0.03213610586011342
08093,Park County,Colorado,Living Below Poverty,0.03488372093023256
08095,Phillips County,Colorado,Living Below Poverty,0.159369527145359
08097,Pitkin County,Colorado,Living Below Poverty,0.03160322952710496
08099,Prowers County,Colorado,Living Below Poverty,0.09760765550239234
08101,Pueblo County,Colorado,Living Below Poverty,0.11588705279878612
08103,Rio Blanco County,Colorado,Living Below Poverty,0.07180694526191878
08105,Rio Grande County,Colorado,Living Below Poverty,0.10143652887716212
08107,Routt County,Colorado,Living Below Poverty,0.037730455909675574
08109,Saguache County,Colorado,Living Below Poverty,0.14865577227200844
08111,San Juan County,Colorado,Living Below Poverty,0.14418604651162792
08113,San Miguel County,Colorado,Living Below Poverty,0.03198741478762454
08115,Sedgwick County,Colorado,Living Below Poverty,0.1407035175879397
08117,Summit County,Colorado,Living Below Poverty,0.0339813028639264
08119,Teller County,Colorado,Living Below Poverty,0.03516717730118556
08121,Washington County,Colorado,Living Below Poverty,0.04878048780487805
08123,Weld County,Colorado,Living Below Poverty,0.0602377897919912
08125,Yuma County,Colorado,Living Below Poverty,0.11056231003039514
08001,Adams County,Colorado,Received TANF or SNAP Public Assistance,0.1139410912393763
08003,Alamosa County,Colorado,Received TANF or SNAP Public Assistance,0.273972602739726
08005,Arapahoe County,Colorado,Received TANF or SNAP Public Assistance,0.08902674386545355
08007,Archuleta County,Colorado,Received TANF or SNAP Public Assistance,0.060128726287262874
08009,Baca County,Colorado,Received TANF or SNAP Public Assistance,0.23854362837413684
08011,Bent County,Colorado,Received TANF or SNAP Public Assistance,0.23946666666666666
08013,Boulder County,Colorado,Received TANF or SNAP Public Assistance,0.07253567995267322
08014,Broomfield County,Colorado,Received TANF or SNAP Public Assistance,0.04294815820963099
08015,Chaffee County,Colorado,Received TANF or SNAP Public Assistance,0.0977705274605764
08017,Cheyenne County,Colorado,Received TANF or SNAP Public Assistance,0.07323568575233022
08019,Clear Creek County,Colorado,Received TANF or SNAP Public Assistance,0.05230496453900709
08021,Conejos County,Colorado,Received TANF or SNAP Public Assistance,0.19633676092544988
08023,Costilla County,Colorado,Received TANF or SNAP Public Assistance,0.24587039390088947
08025,Crowley County,Colorado,Received TANF or SNAP Public Assistance,0.2535633908477119
08027,Custer County,Colorado,Received TANF or SNAP Public Assistance,0.07148692810457516
08029,Delta County,Colorado,Received TANF or SNAP Public Assistance,0.14903542061986086
08031,Denver County,Colorado,Received TANF or SNAP Public Assistance,0.09818616533870586
08033,Dolores County,Colorado,Received TANF or SNAP Public Assistance,0.10581583198707593
08035,Douglas County,Colorado,Received TANF or SNAP Public Assistance,0.028208330272533607
08037,Eagle County,Colorado,Received TANF or SNAP Public Assistance,0.04433073501984602
08039,Elbert County,Colorado,Received TANF or SNAP Public Assistance,0.048772910841876356
08041,El Paso County,Colorado,Received TANF or SNAP Public Assistance,0.09722290888287767
08043,Fremont County,Colorado,Received TANF or SNAP Public Assistance,0.1601582367900537
08045,Garfield County,Colorado,Received TANF or SNAP Public Assistance,0.09384075245979802
08047,Gilpin County,Colorado,Received TANF or SNAP Public Assistance,0.08159947984395319
08049,Grand County,Colorado,Received TANF or SNAP Public Assistance,0.05944272445820433
08051,Gunnison County,Colorado,Received TANF or SNAP Public Assistance,0.07617360496014172
08053,Hinsdale County,Colorado,Received TANF or SNAP Public Assistance,0.10359408033826638
08055,Huerfano County,Colorado,Received TANF or SNAP Public Assistance,0.16466854724964738
08057,Jackson County,Colorado,Received TANF or SNAP Public Assistance,0.15930599369085174
08059,Jefferson County,Colorado,Received TANF or SNAP Public Assistance,0.06075465252404898
08061,Kiowa County,Colorado,Received TANF or SNAP Public Assistance,0.15853658536585366
08063,Kit Carson County,Colorado,Received TANF or SNAP Public Assistance,0.11496225120109815
08065,Lake County,Colorado,Received TANF or SNAP Public Assistance,0.06522473808719162
08067,La Plata County,Colorado,Received TANF or SNAP Public Assistance,0.08577586206896552
08069,Larimer County,Colorado,Received TANF or SNAP Public Assistance,0.08296441931504048
08071,Las Animas County,Colorado,Received TANF or SNAP Public Assistance,0.1911654976869124
08073,Lincoln County,Colorado,Received TANF or SNAP Public Assistance,0.11116751269035532
08075,Logan County,Colorado,Received TANF or SNAP Public Assistance,0.15525282277859598
08077,Mesa County,Colorado,Received TANF or SNAP Public Assistance,0.11347759413869483
08079,Mineral County,Colorado,Received TANF or SNAP Public Assistance,0.10368663594470046
08081,Moffat County,Colorado,Received TANF or SNAP Public Assistance,0.11955496888553649
